GeneID,Symbol
102632037,Gm30212
102632034,Gm30209
102632029,Gm30206
102632027,Gm30204
102632021,Gm30199
102632020,Gm30198
102632017,Gm30196
102632015,Gm30195
102632012,Gm30193
102632009,Gm30190
102632004,Gm30187
102632002,Gm30185
102632001,Gm30184
102631998,Gm30181
102631995,Gm8047
102631991,Gm30178
102631989,Gm30177
102631974,Gm30169
102631973,Gm30168
102631969,Gm30165
102631968,Gm30164
102631967,Gm30163
102631966,Gm30162
102631962,Gm30160
102631959,Gm30158
102631958,Gm30157
102631956,Gm30155
102631955,Gm30154
102631950,Gm30151
102631949,Gm30150
102631945,Gm30147
102631942,Gm30145
102631941,Gm30144
102631940,LOC102631940
102631937,Gm30142
102631936,Gm30141
102631933,Gm30140
102631931,Gm30138
102631928,Gm30136
102631926,Gm30134
102631922,Gm30132
102631914,Gm30126
102631912,LOC102631912
102631910,Gm30125
102631909,Gm30124
102631908,Gm15030
102631902,Gm30119
102631898,Gm30116
102631896,Gm30115
102631894,Gm30113
102631890,Gm30110
102631886,Gm30107
102631883,Gm30104
102631880,Gm30102
102631879,Gm30101
102631873,Gm30097
102631871,Gm30095
102631866,Gm30092
102631865,Gm30091
102631864,Gm30090
102631863,Gm30089
102631862,Gm30088
102631860,Gm30086
102631856,Gm30083
102631854,Gm30081
102631842,Gm28077
102631839,Gm30073
102631832,Gm30069
102631827,Gm30066
102631824,Gm30064
102631823,Gm30063
102631820,Gm30061
102631819,Gm30060
102631818,Gm30059
102631817,Gm30058
102631816,Gm30057
102631815,Gm30056
102631813,Gm30055
102631812,Gm30054
102631808,Gm30050
102631807,Gm30049
102631805,LOC102631805
102631802,Gm30048
102631801,Gm30047
102631795,Gm30041
102631793,Gm30039
102631788,Gm30036
102631785,Gm30033
102631782,Gm30031
102631777,Gm30028
102631774,Gm30026
102631769,Gm30023
102631767,Gm38439
102631766,Gm30021
102631763,Gm30020
102631760,Gm30017
102631753,Gm30013
102631751,Gm30012
102631750,Gm30011
102631746,Gm30009
102631745,Gm30008
102631741,Gm30005
102631736,Gm30001
102631729,Gm29997
102631726,Gm13163
102631724,Gm29993
102631723,Gm29992
102631718,Gm29987
102631717,Gm29986
102631715,Gm29985
102631714,Gm29984
102631712,Gm29982
102631708,Gm29978
102631706,Gm29976
102631705,Gm29975
102631702,Gm29972
102631694,Gm29967
102631693,Gm29966
102631686,Gm29961
102631683,Gm29959
102631681,Gm29958
102631677,Gm29955
102631667,Gm29950
102631663,Gm29946
102631662,Gm29945
102631656,Gm29940
102631650,Gm29936
102631649,Gm29935
102631641,Gm17366
102631640,Gm29930
102631637,Gm29928
102631634,Gm29926
102631632,Gm29924
102631627,Gm29922
102631626,Gm29921
102631625,Gm29920
102631624,Gm29919
102631623,Gm29918
102631622,Gm29917
102631621,Gm29916
102631620,Gm29915
102631618,Gm29913
102631613,Gm29909
102631611,Gm29908
102631606,Gm29903
102631604,Gm29901
102631602,Gm29899
102631600,Gm29897
102631599,Gm29896
102631598,Gm29895
102631595,Gm29892
102631594,Gm29891
102631593,Gm29890
102631591,Gm29889
102631587,Gm29887
102631584,Gm29885
102631582,Gm29884
102631579,Gm26752
102631578,Gm29881
102631577,Gm29880
102631576,Gm29879
102631575,Gm29878
102631571,Gm29874
102631569,Gm29872
102631568,Gm29871
102631566,Gm29870
102631562,Gm29868
102631558,Gm29865
102631557,Gm29864
102631554,Gm29863
102631553,Gm29862
102631552,Gm29861
102631550,Gm29860
102631549,Gm29859
102631547,Gm14127
102631546,Gm29857
102631544,Gm29855
102631542,Gm29854
102631540,Gm29852
102631539,Gm29851
102631535,Gm29848
102631533,Gm29846
102631532,Gm29845
102631529,Gm29844
102631528,Gm29843
102631520,Gm29838
102631517,Gm29836
102631516,Gm29835
102631511,Gm29831
102631507,Gm29829
102631504,Gm29826
102631502,Rpl15-ps4
102631500,Gm29823
102631498,Gm29821
102631495,Gm16326
102238527,Gm29819
102238524,Gm29818
102238522,Gm29817
102238521,Gm29816
102238519,Gm29815
102216271,Gm29814
101954205,Gm29813
101696218,Gm28552
101243625,Gm29812
100043180,Gm28269
100041951,Gm3587
100039432,Gm2233
669751,Gm17756
666020,Gm7893
665538,Gm14489
625349,Gm6579
622568,Gm6334
245676,Gm4997
102634401,LOC102634401
102632821,LOC102632821
102632463,LOC102632463
17741,mt-Tr
108168758,LOC108168758
102642420,LOC102642420
102642191,LOC102642191
102641761,LOC102641761
102641455,LOC102641455
102640619,LOC102640619
102640140,LOC102640140
100125594,LOC100125594
17726,mt-Ta
102641663,LOC102641663
108167416,LOC108167416
102643257,LOC102643257
102643220,LOC102643220
102643180,LOC102643180
102643073,LOC102643073
102643017,LOC102643017
102642939,LOC102642939
102642641,LOC102642641
102642523,LOC102642523
102641942,LOC102641942
102641840,LOC102641840
102641805,LOC102641805
102641705,LOC102641705
102641541,LOC102641541
102641500,LOC102641500
102641383,LOC102641383
102641261,LOC102641261
102641211,LOC102641211
102639888,LOC102639888
102639145,LOC102639145
102637720,LOC102637720
102635948,LOC102635948
102635502,LOC102635502
102634389,LOC102634389
102634154,LOC102634154
102633357,LOC102633357
102631780,LOC102631780
100862287,LOC100862287
100862268,LOC100862268
331528,LOC331528
215458,LOC215458
106557447,LOC106557447
108167440,LOC108167440
17747,mt-Ty
17746,mt-Tw
17745,mt-Tv
17744,mt-Tt
17743,mt-Ts2
17742,mt-Ts1
17740,mt-Tq
17739,mt-Tp
17738,mt-Tn
17737,mt-Tm
17736,mt-Tl2
17735,mt-Tl1
17733,mt-Ti
17732,mt-Th
17731,mt-Tg
17730,mt-Tf
17729,mt-Te
17728,mt-Td
17727,mt-Tc
102467525,n-TEttc6
102467392,n-TWcca3
102467230,n-TAagc8
102467653,n-TPcgg2
102467652,n-TMcat15
102467651,n-TKctt26
102467650,n-TKctt8
102467649,n-TLcag7
102467647,n-TIaat1
102467646,n-TGgcc10
102467644,n-TEctc3
102467643,n-TCgca57
102467642,n-TCgca39
102467641,n-TCgca21
102467640,n-TCgca3
102467637,n-TRacg3
102467636,n-TAcgc6
102467635,n-TAagc7
102467634,n-TSgct1
102467633,n-TMcat12
102467632,n-TLtaa4
102467631,n-TEctc10
102467630,n-TCgca37
102467629,n-TDgtc8
102467628,n-TRacg1
102467627,n-TVtac3
102467626,n-TVtac1
102467625,n-TVcac11
102467623,n-TVcac7
102467620,n-TVcac1
102467619,n-TVaac7
102467618,n-TVaac5
102467617,n-TVaac3
102467616,n-TYgta10
102467615,n-TYgta8
102467614,n-TYgta5
102467613,n-TYgta3
102467612,n-TWcca8
102467611,n-TWcca6
102467610,n-TWcca4
102467609,n-TWcca2
102467608,n-TTtgt4
102467607,n-TTtgt1
102467606,n-TTcgt4
102467604,n-TTagt7
102467603,n-TTagt5
102467602,n-TTagt3
102467601,n-TTagt1
102467600,n-TStga3
102467599,n-TSgga1
102467598,n-TSgct7
102467597,n-TSgct2
102467596,n-TScga2
102467592,n-TSaga4
102467590,n-TPtgg6
102467589,n-TPtgg4
102467588,n-TPtgg2
102467587,n-TPcgg3
102467586,n-TPagg6
102467585,n-TPagg4
102467583,n-TFgaa6
102467582,n-TFgaa3
102467579,n-TMcat16
102467578,n-TMcat13
102467575,n-TMcat6
102467572,n-TKctt29
102467571,n-TKctt27
102467570,n-TKctt24
102467568,n-TKctt19
102467567,n-TKctt16
102467566,n-TKctt14
102467565,n-TKctt12
102467564,n-TKctt10
102467563,n-TKctt7
102467562,n-TKctt5
102467559,n-TLtag1
102467557,n-TLcag10
102467556,n-TLcag8
102467555,n-TLcag5
102467554,n-TLcag3
102467553,n-TLcag1
102467552,n-TLcaa1
102467551,n-TLaag8
102467550,n-TLaag5
102467548,n-TIaat16
102467544,n-TIaat7
102467543,n-TIaat5
102467542,n-TIaat3
102467541,n-TIaat2
102467539,n-THgtg6
102467538,n-THatg1
102467537,n-TGtcc6
102467536,n-TGtcc3
102467535,n-TGtcc1
102467534,n-TGgcc13
102467533,n-TGgcc11
102467532,n-TGgcc8
102467531,n-TGgcc5
102467530,n-TGgcc2
102467529,n-TGccc7
102467528,n-TGccc5
102467527,n-TGccc3
102467526,n-TGacc1
102467524,n-TEttc4
102467523,n-TEttc2
102467522,n-TEctc12
102467521,n-TEctc11
102467520,n-TEctc8
102467519,n-TEctc6
102467518,n-TEctc4
102467516,n-TQttg5
102467515,n-TQttg3
102467514,n-TQttg1
102467512,n-TQctg6
102467511,n-TQctg3
102467510,n-TQctg1
102467509,n-TCgca55
102467508,n-TCgca53
102467507,n-TCgca51
102467506,n-TCgca47
102467505,n-TCgca45
102467504,n-TCgca43
102467503,n-TCgca42
102467502,n-TCgca38
102467501,n-TCgca35
102467500,n-TCgca33
102467499,n-TCgca31
102467498,n-TCgca28
102467497,n-TCgca26
102467496,n-TCgca23
102467495,n-TCgca20
102467494,n-TCgca18
102467493,n-TCgca16
102467492,n-TCgca13
102467491,n-TCgca10
102467490,n-TCgca8
102467489,n-TCgca6
102467488,n-TCgca4
102467487,n-TCgca1
102467486,n-TDgtc15
102467483,n-TDgtc9
102467482,n-TDgtc6
102467481,n-TDgtc4
102467480,n-TDgtc2
102467479,n-TNgtt13
102467478,n-TNgtt11
102467477,n-TNgtt9
102467476,n-TNgtt6
102467475,n-TNgtt4
102467474,n-TNgtt2
102467472,n-TRtct1
102467471,n-TRtcg4
102467470,n-TRtcg2
102467469,n-TRcct5
102467468,n-TRcct2
102467467,n-TRccg3
102467466,n-TRccg1
102467465,n-TRacg5
102467464,n-TRacg2
102467463,n-TAtgc10
102467462,n-TAtgc8
102467461,n-TAtgc6
102467460,n-TAtgc3
102467459,n-TAtgc1
102467458,n-TAcgc9
102467457,n-TAcgc7
102467456,n-TAcgc4
102467455,n-TAcgc2
102467454,n-TAagc18
102467453,n-TAagc15
102467452,n-TAagc13
102467451,n-TAagc11
102467450,n-TAagc9
102467446,n-TYgta7
102467445,n-TGgcc4
102467444,n-TAagc19
102467443,n-TVaac1
102467442,n-TYgta1
102467441,n-TTtgt3
102467440,n-TTagt8
102467438,n-TSgct5
102467437,n-TPtgg7
102467436,n-TFgaa5
102467435,n-TMcat5
102467434,n-TKctt17
102467433,n-TLtag3
102467431,n-TIaat9
102467430,n-TGtcc5
102467429,n-TGgcc1
102467428,n-TEctc13
102467426,n-TCgca48
102467425,n-TCgca30
102467424,n-TCgca12
102467422,n-TNgtt7
102467421,n-TRcct3
102467420,n-TAtgc5
102467419,n-TAagc16
102467418,n-TTcgt2
102467417,n-TPcgg1
102467415,n-TLaag4
102467414,n-THgtg9
102467413,n-TQctg4
102467412,n-TCgca15
102467411,n-TRtct4
102467409,n-TVtac2
102467407,n-TVcac10
102467406,n-TVcac8
102467405,n-TVcac6
102467404,n-TVcac4
102467403,n-TVcac2
102467402,n-TVaac8
102467401,n-TVaac6
102467400,n-TVaac4
102467399,n-TVaac2
102467398,n-TYgta9
102467397,n-TYgta6
102467396,n-TYgta4
102467395,n-TYgta2
102467394,n-TWcca7
102467393,n-TWcca5
102467391,n-TWcca1
102467390,n-TTtgt2
102467389,n-TTcgt5
102467388,n-TTcgt3
102467387,n-TTagt9
102467386,n-TTagt6
102467384,n-TTagt2
102467382,n-TStga1
102467381,n-TSgct8
102467380,n-TSgct6
102467379,n-TSgct4
102467378,n-TSgct3
102467377,n-TScga3
102467376,n-TScga1
102467375,n-TSaga9
102467374,n-TSaga7
102467371,n-TPtgg8
102467370,n-TPtgg5
102467367,n-TPagg7
102467366,n-TPagg5
102467365,n-TPagg3
102467364,n-TPagg2
102467363,n-TFgaa7
102467362,n-TFgaa4
102467361,n-TFgaa2
102467360,n-TMcat17
102467359,n-TMcat14
102467358,n-TMcat11
102467357,n-TMcat9
102467356,n-TMcat7
102467355,n-TMcat4
102467353,n-TKctt30
102467352,n-TKctt28
102467351,n-TKctt25
102467349,n-TKctt21
102467348,n-TKctt18
102467347,n-TKctt15
102467346,n-TKctt13
102467345,n-TKctt11
102467344,n-TKctt9
102467343,n-TKctt6
102467342,n-TKctt4
102467340,n-TLtag2
102467339,n-TLtaa3
102467337,n-TLcag9
102467336,n-TLcag6
102467335,n-TLcag4
102467334,n-TLcag2
102467333,n-TLcaa3
102467332,n-TLcaa4
102467331,n-TLaag7
102467330,n-TLaag6
102467328,n-TIaat17
102467327,n-TIaat15
102467326,n-TIaat13
102467324,n-TIaat8
102467323,n-TIaat6
102467322,n-TIaat4
102467321,n-THgtg1
102467320,n-THgtg7
102467319,n-THgtg4
102467318,n-TGtcc7
102467317,n-TGtcc4
102467316,n-TGtcc2
102467315,n-TGgcc14
102467314,n-TGgcc12
102467313,n-TGgcc9
102467312,n-TGgcc7
102467311,n-TGgcc6
102467310,n-TGgcc3
102467309,n-TGccc4
102467308,n-TGccc6
102467307,n-TGccc1
102467305,n-TEttc8
102467304,n-TEttc5
102467303,n-TEttc1
102467302,n-TEttc3
102467301,n-TEctc9
102467300,n-TEctc7
102467299,n-TEctc5
102467296,n-TQttg4
102467295,n-TQttg2
102467294,n-TQctg9
102467293,n-TQctg7
102467292,n-TQctg5
102467291,n-TQctg2
102467290,n-TCgca56
102467289,n-TCgca54
102467288,n-TCgca52
102467287,n-TCgca50
102467286,n-TCgca49
102467285,n-TCgca46
102467284,n-Tcgca44
102467283,n-TCgca41
102467282,n-TCgca36
102467281,n-TCgca34
102467280,n-TCgca32
102467279,n-TCgca29
102467278,n-TCgca27
102467277,n-TCgca25
102467276,n-TCgca24
102467275,n-TCgca22
102467274,n-TCgca19
102467273,n-TCgca17
102467272,n-TCgca14
102467271,n-TCgca11
102467270,n-TCgca9
102467269,n-TCgca7
102467268,n-TCgca5
102467267,n-TCgca2
102467266,n-TDgtc16
102467265,n-TDgtc14
102467263,n-TDgtc7
102467262,n-TDgtc5
102467261,n-TDgtc3
102467260,n-TNgtt14
102467259,n-TNgtt12
102467258,n-TNgtt10
102467257,n-TNgtt8
102467256,n-TNgtt5
102467255,n-TNgtt3
102467253,n-TRtct2
102467252,n-TRtcg5
102467251,n-TRtcg3
102467250,n-TRtcg1
102467249,n-TRcct4
102467248,n-TRcct1
102467247,n-TRccg2
102467246,n-TRacg6
102467245,n-TRacg4
102467244,n-TAtgc11
102467243,n-TAtgc9
102467242,n-TAtgc7
102467241,n-TAtgc4
102467240,n-TAtgc2
102467239,n-TAcgc10
102467238,n-TAcgc8
102467237,n-TAcgc5
102467236,n-TAcgc3
102467234,n-TAagc17
102467233,n-TAagc14
102467232,n-TAagc12
102467231,n-TAagc10
102642832,LOC102642832
102640771,LOC102640771
102639950,LOC102639950
102639672,LOC102639672
102639451,LOC102639451
102639337,LOC102639337
102637854,LOC102637854
102636664,LOC102636664
102636406,LOC102636406
102636380,LOC102636380
102636367,LOC102636367
102636349,LOC102636349
102636309,LOC102636309
102635844,LOC102635844
102635682,LOC102635682
102635200,LOC102635200
102634459,LOC102634459
102642954,LOC102642954
102642808,LOC102642808
102642477,LOC102642477
102641297,LOC102641297
102639762,LOC102639762
102642386,LOC102642386
102642215,LOC102642215
102642034,LOC102642034
102641613,LOC102641613
102641483,LOC102641483
102641351,LOC102641351
102641173,LOC102641173
102641100,LOC102641100
102641098,LOC102641098
102641095,LOC102641095
102641092,LOC102641092
102641091,LOC102641091
102641086,LOC102641086
102641079,LOC102641079
102641066,LOC102641066
102641065,LOC102641065
102641064,LOC102641064
102641053,LOC102641053
102641050,LOC102641050
102641048,LOC102641048
102641038,LOC102641038
102641037,LOC102641037
102641034,LOC102641034
102641031,LOC102641031
102641029,LOC102641029
102641027,LOC102641027
102641018,LOC102641018
102641016,LOC102641016
102641009,LOC102641009
102641008,LOC102641008
102641007,LOC102641007
102641004,LOC102641004
102640985,LOC102640985
102640977,LOC102640977
102640921,LOC102640921
102640838,LOC102640838
102640775,LOC102640775
102640754,LOC102640754
102640696,LOC102640696
102640693,LOC102640693
102640624,LOC102640624
102640575,LOC102640575
102640526,LOC102640526
102640468,LOC102640468
102640437,LOC102640437
102640391,LOC102640391
102640327,LOC102640327
102640325,LOC102640325
102640295,LOC102640295
102640277,LOC102640277
102640250,LOC102640250
102640226,LOC102640226
102640218,LOC102640218
102640172,LOC102640172
102640133,LOC102640133
102640103,LOC102640103
102640098,LOC102640098
102640067,LOC102640067
102640059,LOC102640059
102640040,LOC102640040
102640024,LOC102640024
102639974,LOC102639974
102639958,LOC102639958
102639912,LOC102639912
102639847,LOC102639847
102639798,LOC102639798
102639758,LOC102639758
102639731,LOC102639731
102639719,LOC102639719
102639713,LOC102639713
102639699,LOC102639699
102639653,LOC102639653
102639584,LOC102639584
102639505,LOC102639505
102639470,LOC102639470
102639453,LOC102639453
102639452,LOC102639452
102639433,LOC102639433
102639428,LOC102639428
102639356,LOC102639356
102639315,LOC102639315
102639204,LOC102639204
102639187,LOC102639187
102639184,LOC102639184
102639172,LOC102639172
102639127,LOC102639127
102639109,LOC102639109
102639104,LOC102639104
102639091,LOC102639091
102639076,LOC102639076
102639044,LOC102639044
102639025,LOC102639025
102639021,LOC102639021
102638999,LOC102638999
102638993,LOC102638993
102638962,LOC102638962
102638940,LOC102638940
102638935,LOC102638935
102638905,LOC102638905
102638891,LOC102638891
102638885,LOC102638885
102638850,LOC102638850
102638797,LOC102638797
102638785,LOC102638785
102638700,LOC102638700
102638674,LOC102638674
102638671,LOC102638671
102638662,LOC102638662
102638412,LOC102638412
102638359,LOC102638359
102638335,LOC102638335
102638276,LOC102638276
102638263,LOC102638263
102638254,LOC102638254
102638190,LOC102638190
102638150,LOC102638150
102638089,LOC102638089
102638003,LOC102638003
102637985,LOC102637985
102637921,LOC102637921
102637878,LOC102637878
102637863,LOC102637863
102637815,LOC102637815
102637806,LOC102637806
102637792,LOC102637792
102637781,LOC102637781
102637743,LOC102637743
102637742,LOC102637742
102637711,LOC102637711
102637646,LOC102637646
102637637,LOC102637637
102637532,LOC102637532
102637515,LOC102637515
102637495,LOC102637495
102637483,LOC102637483
102637469,LOC102637469
102637288,LOC102637288
102637234,LOC102637234
102637219,LOC102637219
102637200,LOC102637200
102637192,LOC102637192
102637094,LOC102637094
102637070,LOC102637070
102637021,LOC102637021
102637012,LOC102637012
102636949,LOC102636949
102636900,LOC102636900
102636894,LOC102636894
102636841,LOC102636841
102636828,LOC102636828
102636815,LOC102636815
102636795,LOC102636795
102636792,LOC102636792
102636784,LOC102636784
102636776,LOC102636776
102636741,LOC102636741
102636707,LOC102636707
102636666,LOC102636666
102636551,LOC102636551
102636530,LOC102636530
102636478,LOC102636478
102636462,LOC102636462
102636417,LOC102636417
102636379,LOC102636379
102636357,LOC102636357
102636284,LOC102636284
102636255,LOC102636255
102636233,LOC102636233
102636158,LOC102636158
102636124,LOC102636124
102636110,LOC102636110
102636101,LOC102636101
102636028,LOC102636028
102636026,LOC102636026
102636024,LOC102636024
102635960,LOC102635960
102635893,LOC102635893
102635863,LOC102635863
102635833,LOC102635833
102635760,LOC102635760
102635732,LOC102635732
102635720,LOC102635720
102635714,LOC102635714
102635705,LOC102635705
102635660,LOC102635660
102635659,LOC102635659
102635638,LOC102635638
102635514,LOC102635514
102635492,LOC102635492
102635450,LOC102635450
102635439,LOC102635439
102635423,LOC102635423
102635410,LOC102635410
102635322,LOC102635322
102635273,LOC102635273
102635245,LOC102635245
102635165,LOC102635165
102635161,LOC102635161
102635154,LOC102635154
102634968,LOC102634968
102634956,LOC102634956
102634924,LOC102634924
102634904,LOC102634904
102634835,LOC102634835
102634745,LOC102634745
102634733,LOC102634733
102634730,LOC102634730
102634529,LOC102634529
102634499,LOC102634499
102634495,LOC102634495
102634324,LOC102634324
102634312,LOC102634312
102634259,LOC102634259
102634217,LOC102634217
102634098,LOC102634098
102634097,Gm10540
102634082,Gm6025
102634078,LOC102634078
102634065,Gm14989
102634018,LOC102634018
102634010,LOC102634010
102633973,LOC102633973
102633930,LOC102633930
102633893,LOC102633893
102633809,LOC102633809
102633800,LOC102633800
102633784,LOC102633784
102633783,LOC102633783
102633671,LOC102633671
102633655,LOC102633655
102633605,LOC102633605
102633596,LOC102633596
102633588,LOC102633588
102633584,LOC102633584
102633553,LOC102633553
102633548,LOC102633548
102633541,LOC102633541
102633523,LOC102633523
102633472,LOC102633472
102633469,LOC102633469
102633425,LOC102633425
102633366,LOC102633366
102633332,LOC102633332
102633308,LOC102633308
102633274,LOC102633274
102633254,LOC102633254
102633232,LOC102633232
102633230,LOC102633230
102633210,LOC102633210
102633201,LOC102633201
102633187,LOC102633187
102633176,LOC102633176
102633156,LOC102633156
102633089,LOC102633089
102633086,LOC102633086
102633076,LOC102633076
102632952,LOC102632952
102632931,LOC102632931
102632770,LOC102632770
102632761,LOC102632761
102632622,LOC102632622
102632599,LOC102632599
102632541,LOC102632541
102632504,Gm7445
102632476,LOC102632476
102632442,LOC102632442
102632415,LOC102632415
102632382,LOC102632382
102632319,LOC102632319
102632291,LOC102632291
102632278,LOC102632278
102632180,LOC102632180
102632063,LOC102632063
102632016,LOC102632016
102632006,LOC102632006
102631983,LOC102631983
102631982,LOC102631982
102631979,LOC102631979
102631971,LOC102631971
102631952,LOC102631952
102631943,LOC102631943
102631924,LOC102631924
102631893,LOC102631893
102631749,LOC102631749
102631691,LOC102631691
102631670,LOC102631670
102631653,LOC102631653
102631585,LOC102631585
102631555,LOC102631555
102392594,LOC102392594
102238526,LOC102238526
102238523,LOC102238523
102238520,LOC102238520
102238518,LOC102238518
102238517,LOC102238517
101180908,LOC101180908
112123,Szs1
109833,H30
100035114,Sle16
111582,Pmv14
111563,Xmv16
110660,Scl2
110598,Cnpl
104353,Rec2
104300,Prt3
62076,D10Mit61
61511,D8Mit125
61009,D4Mit193
60948,DXMit49
60869,D6Mit63
60845,D5Mit62
110284,Es27
104092,Ir3
62206,D16Mit19
62107,D12Mit54
61437,D6Mit105
15570,hubb
677884,Pakap
26930,Ppnr
109568,Rn7s6
61655,D7Mit281
106145633,Gp-lcr
111042,Hsp86-ps2
109603,Es11
56304,Ce9
73021,Panct1
62776,D16Mit143
61659,D7Mit267
60702,D1Mit67
62490,D10Mit130
61194,D1Mit115
61187,D19Mit68
60938,DXMit31
60867,D6Mit58
111900,Pltr4
110137,Tlag1
63025,D11Mit260
61403,D5Mit161
103986,Wt
62679,D16Mit103
62186,D15Mit41
61375,D4Mit219
62589,D13Mit104
62010,D6Mit373
62664,D15Mit119
22387,wd
20590,smc
109403,Etohc3
62699,D17Mit130
61302,D3Mit106
21267,T(7;18)50H
21266,T(7;18)50H
62237,D17Mit60
62244,D17Mit76
61589,D9Mit289
62574,D12Mit153
60841,D5Mit41
62487,D10Mit117
112077,Mop3
111707,Mpmv14
61341,D3Mit216
61212,D1Mit180
27944,D9Nds2
15151,Hc2
109990,Saac
104299,Prt1
85203,D17Mit245
62949,D11Mit330
62761,D17Mit180
61209,D1Mit171
13049,cw
105948584,Pax6drr
100038806,Sicd1
114622,Mobq6
107833,Cdc2b
62251,D18Mit34
61008,D4Mit181
110615,Ihpd
110059,Lmr1
62770,D16Mit165
62616,D13Mit169
62222,D16Mit87
60698,D1Mit58
62073,D10Mit55
61698,D6Mit223
112257,Pbwg1
110924,Tmevp3
62730,D19Mit101
62566,D12Mit133
61279,D2Mit255
61251,D2Mit124
60824,D4Mit69
109514,Sle5
62178,D15Mit11
62391,D16Mit29
62158,D14Mit45
112375,Sle1a
85063,D4Mit49
62527,D11Mit151
62157,D14Mit39
62482,D10Mit106
62141,D13Mit76
61534,D8Mit200
60902,D8Mit64
109648312,LOC109648312
53708,D12Nyu5
109873,Tthy
62199,D15Mit72
62105,D11Mit99
61262,D2Mit159
62629,D14Mit113
62372,D11Mit162
62102,D11Mit90
61391,D5Mit136
27843,DXYHgu1
21148,T(2;8)26H
61197,D1Mit123
60851,D5Mit73
21642,tct1
69932,2810004I08Rik
100034784,Hrtfm2
110261,Tcrd-D
100504230,AU020206
27642,DXHXS1104
106049963,Sfpe1
109443,Rapop1
109376,Lbw5
62586,D12Mit181
62285,D19Mit53
104434,Hsp84-3
62524,D11Mit140
107963952,LOC107963952
106707177,As071
492834,Bmd5
109864,Ly28
62294,D19Mit71
60734,D1Mit24
66620,Pantr2
404212,Pisrt1
111738,Mpmv12
63022,D17Mit105
62678,D16Mit101
62515,D11Mit122
22651,Zfp125
110964,Lamb1-2
85155,D1Mit308
62211,D16Mit39
60921,D9Mit36
109610,Es25
85034,D2Mit2
62569,D12Mit141
22587,Xmv9
19448,Rb(1.3)1Bnr
18153,Npn2
109806,H18
62698,D17Mit129
85035,D2Mit4
62993,D12Mit280
62567,D12Mit134
62483,D10Mit109
61678,D6Mit287
60847,D5Mit65
21099,T(16;17)43H
246088,Mtes1
245704,Aliq4
112088,Alcw3
62889,D11Mit219
107980436,C2dat1
105463122,Tip3
448986,Pnet-ps
112102,Etohc2
111684,Mpmv5
15142,Hc11
110010,Tind
109805,H16
62276,D19Mit35
100034970,Hyplip2
61521,D8Mit156
62644,D14Mit155
61160,D12Mit82
109608,Esa4
61765,D3Mit292
111620,Tcra-V11
62271,D19Mit24
83559,Tex18
105246278,B230354K17Rik
668572,2610021A01Rik
111227,Pgk1-rs6
69296,Tmigd3
102465671,Mir7116
100316667,Mir669f
767812,AA474408
102902673,Gm21992
75303,4930562A09Rik
232685,Lncpint
105243233,Gm9725
74296,1700093J21Rik
103164605,Paupar
105244506,Gm16253
105242792,Adap2os
268723,A830039N20Rik
223431,Tiaf2
101056173,Gm21778
100861881,Gm21294
100039842,Gm20817
102637107,Ptf1aos
11533,Adh5-ps1
105245866,4930594M22Rik
100038532,Gm10822
74366,4932422M17Rik
320621,D830044D21Rik
100302634,Astx6
545182,Gm9861
77481,C030048H21Rik
105245570,Gm26803
102634437,Ywhaq-ps3
101056250,Gm16026
101056229,Gm29802
101056200,Gm29795
101056111,Gm29411
101056083,Gm29029
100505265,Gm28645
100043670,Gm4581
100043240,Gm15583
100043203,Gm10310
100042561,Gm10177
100041309,Gm20869
671242,Gm9525
628573,Gm6897
546052,Gm5908
545578,Gm5858
381346,Gm13194
320187,E230001N04Rik
360222,Raxos1
53877,Ear4
621495,Krtap28-10
329430,A330043C09Rik
320761,D630008O14Rik
319527,B230325K18Rik
105242657,Hoxaas2
100124443,Mir466c-1
791275,Gm9885
320032,C130093G08Rik
52318,D1Ertd448e
100504278,2810402E24Rik
100381257,Gm12100
100038651,D130062J21Rik
52673,D13Ertd608e
100034661,Gm12802
100041734,4930522L14Rik
402747,D630004N19Rik
74034,4632404H12Rik
69813,2010001M07Rik
100503661,1700010B13Rik
100038419,E330027M22Rik
320321,9430077A04Rik
100038572,Gm12000
105244801,Gm16599
319358,C530047H08Rik
319689,Gm17739
105245957,Gm16006
105243253,Gm28516
105242817,Gm15543
105242627,Gm14546
102637059,Gm11730
414104,E330016L19Rik
329239,Gm29455
78042,Lrrc75aos1
69337,1700012C14Rik
100504556,D5Ertd683e
100504352,C78197
100038621,Gm10839
328766,Gm5092
240054,D630044L22Rik
97640,C78653
77453,Dmrta2os
75934,4930579D07Rik
75342,4930556J24Rik
52401,D5Ertd615e
53960,AA066038
105246846,Gm42067
105246049,Gm41408
105245841,Gm41230
105244114,Gm13610
102640623,Gm36642
100504140,4930412M03Rik
100503569,Gm16754
100503359,Ppp1r18os
100503003,Gm17484
100303739,Gm10844
442840,A330017A19Rik
442798,9630041A04Rik
320509,9930022D16Rik
268391,A830031A19Rik
77822,Ube4bos1
76224,6530409C15Rik
74695,4930510E17Rik
100329140,Mettl5os
100042014,Gm3625
100038590,Gm10535
319977,A530079E22Rik
319470,C530025M09Rik
71928,2310047K21Rik
70715,6330405D24Rik
434225,Platr28
104795949,Gm38670
100124640,Mir466e
228642,Paral1
78285,5330426L24Rik
105246366,Mir133a-1hg
791405,Gm10002
102633330,Gm31181
100526530,Mir1843a
100316664,Mir669d
